기업명,주요업무,자격요건,우대사항
싸이버로지텍,"• * ALLEGRO NX 라는 해운IT솔루션 개발에 참여하여 Chatbot, RAG, LLM을 활용한 설계 및 개발 업무 수행• AI Agent Chatbot Framework 개발• AI Agent RAG Framework 개발• AI Agent OpenAI LLM 연계 개발• AI Agent Business API 신규 개발• RPA 연결 작업을 위한 신규 개발• Business Stream 단위 과제 연결 및 AI 개발 수행 과제 개발• RAG 시스템 구축 및 최적화• FastAPI 프레임워크 및 관련 라이브러리를 활용한 백엔드 개발 업무 수행 • React 기반 프론트엔드 개발 수행• LangChain, LangGraph, LangSmith, LangGraph Studio를 활용한 RAG 파이프라인 개발• Multi Agent 시스템에 대한 이해를 통한 개발• Modular RAG 구조 설계 및 구현.","• LLM 및 RAG 시스템 개발 경험을 보유 하신 분• FastAPI 기반 API 서버 개발 경험이 있으신 분• React 기반 웹 어플리케이션 및 프론트엔드 개발 경험이 있으신 분• LangChain, LangGraph, LangSmith, LangGraph Studio에 대한 경험 또는 활용 능력이 있으신 분• Mult-Agent 및 Modular RAG 개념에 대한 이해가 높으신 분• 영어 Writing/Reading을 통한 의사소통이 가능하신 분• 해외 출장에 결격 사유가 없으신 분.","• 대규모 데이터 처리 및 벡터 검색 경험이 있으신 분• 클라우드 환경(Azure) 에서 RAG 시스템 구축 경험이 있으신 분• MLOps 또는 LLMOps 에 대한 경험이 있으신 분• LLM 파인튜닝 및 모델 경량화 경험이 있으신 분• 이미지 및 텍스트 멀티모달 학습 경험이 있으신 분• 영어 회화 가능자 우대 (해외 고객 및 해외 개발팀과의 직접적인 의사소통 필수, 회의 참석 필수)."
나인닷츠컨설팅,• • Power Platform 도입 및 적용을 고려하는 고객사 대상 컨설팅 및 개발• • Power BI : 데이터 시각화 기획 및 설계/구축• • Power Apps : Power Platform 을 이용한 App 개발• • Power Automate : Power Automate 을 이용한 RPA 또는 Workflow 구축• • Copilot Studio : Copilot Studio 기반의 AI Agent 개발.,"• • 경력 3년 이상• • 대학졸업(2,3년)이상• • Power Platform(Power Apps, Power BI, Power Automate) 및 Copilot Studio 에 대한 기본 이해 및 실무 경험이 있으신 분• • Power Platform(Power Apps, Power BI, Power Automate) 프로젝트 유 경험자• • 데이터 기반 사고 및 MS-SQL, Excel 활용 능력을 갖추신 분.",• • MS 기반 비즈니스 클라우드에 대한 이해도가 높으신 분• • 영어가능자 우대.
현대오토에버,"• [글로벌ERP운영실]그룹사 글로벌 법인 SAP 운영 (FI or SD) : 법인 프로세스 개선사항 대응 및 설계 : SAP 개발 Spec 작성 : SAP 개발 사항 테스트 및 배포• [ERP구축컨설팅1, 2팀]그룹사/대외 ERP 시스템 구축(모듈) 컨설팅 : 대상 모듈 - FI, CO, SD, MM, PP프로젝트 관리(PM) 및 ISP/PI 컨설팅.","• [글로벌ERP운영실]SAP FI or SD 모듈 구축 및 운영/유지보수 경험SAP ABAP Language 역량 보유• [ERP구축컨설팅1, 2팀]SAP S/4 HANA 또는 ECC 시스템 구축 프로젝트 수행 경험 or 시스템 운영 경험모듈(FI, CO, SD, MM, PP) 컨설팅 & 개발 경험SAP ERP 경력 5년 이상.","• [글로벌ERP운영실]S/4 HANA 구축 및 운영 경험외국어(영어) 회화 가능자SAP ERP 모듈 자격증 보유투자, 자산, 비용예산 운영 경험 (FI 모듈 限)SAP 수출패키지 운영 경험 (SD 모듈 限) 원산지(FTA) 프로세스 업무 경험 (SD 모듈 限)• [ERP구축컨설팅2팀]PM/PMO/IM(Integration Manager) 수행 경험해외 ERP 구축 수행 경험 (글로벌 Communication 역량)외국어(영어) 회화능력."
